1091,110,Fruits,What is the genus and species name for apple?,Magnifera indica,Vitis viniferaÂ ,Musa acuminata,Malus domestica,4,"The apple tree(Malus domestica) is a deciduous tree in the rose family best known for its sweet, pomaceous fruit, the apple. It is cultivated worldwide as a fruit tree, and is the most widely grown species in the genus Malus. The tree originated in Central Asia, where its wild ancestor, Malus sieversii, is still found today.",
1092,110,Fruits,Name the pigment present in tomato?,Eumelanin,Lycopene,Chlorophyll,Melanin,2,"Lycopene from the neo-Latin lycopersium, the tomato species, is a bright red carotene and carotenoid pigment and phytochemical found in tomatoes and other red fruits and vegetables, such as red carrots, watermelons, gac, and papayas, although not in strawberries, or cherries.",
1093,110,Fruits,What is the genus and species name of jackfruit?,Artocarpus heterophyllus,Psidium guajava,Fragaria ananassa,Punica granatum,1,"The jackfruit (Artocarpus heterophyllus), also known as jack tree, jakfruit, or sometimes simply jack or jak is a species of tree in the mulberry and fig family (Moraceae).",
1094,110,Fruits,Name the fruit which contain oxalic acid?,Grape,Guava,Orange,Apple,2,"Guava is a common sweet fruit found in India and many other places around the world.Guavas are plants in the Myrtle family (Myrtaceae) genus Psidium (meaning ""pomegranate"" in Latin), which contains about 100 species of tropical shrub. On ripeningit turns yellow in color. Rich in vitamin C, this fruit is a rich source of oxalate ions whose content varies during the different stages of ripening.",
1095,110,Fruits,Name of the sugar which present in Fruits?,Maltose,Galactose,Arabinose,Fructose,4,"Fructose, or fruit sugar, is a simple ketonic monosaccharide found in many plants, where it is often bonded to glucose to form the disaccharide sucrose. It is one of the three dietary monosaccharides, along with glucose and galactose, that are absorbed directly into the bloodstream during digestion.",
1096,110,Fruits,What is the botanical name of Indian gooseberry?,Rubus fruticosus,Phyllanthus emblica,Averrhoa carambola,Musa acuminata,2,"Phyllanthus emblica, also known as Emblica officinalis, emblic, emblic myrobalan, myrobalan, Indian gooseberry, Malacca tree or amla Sanskrit amalika, is a deciduous tree of the family Phyllanthaceae. It is known for its edible fruit of the same name.",
1097,110,Fruits,Name the pigment present in Blueberries?,Betalains ,Anthocyanins,Chlorophyll,Carotenoids,2,"Anthocyanins are water-soluble vacuolar pigments that may appear red, purple, or blue depending on the pH. Content of anthocyanins in the leaves of colorful plant foods, such as purple corn, blueberries is about 10 times higher than in the edible kernels or fruit.",
1098,110,Fruits,What is the botanical name of Common fig fruit?,Vaccinium corymbosum,Ficus carica ,Psidium guajava,Solanum lycopersicum,2,"Ficus carica is an Asian species of flowering plants in the mulberry family, known as the common fig. It is the source of the fruit also called the fig, and as such as an important crop of those areas where it is grown commerically.",
1099,110,Fruits,Name the polyphenol which present in lychee fruit?,Resveratrol,Phloroglucinol,Oligonol,Pyrogallol,3,"Research studies suggest that oligonol, a low molecular weight polyphenol, is found abundantly in lychee fruit. Oligonol is thought to have anti-oxidant and anti-influenza virus actions.",
1100,110,Fruits,Red raspberry is used for?,Gastrointestinal tract disorders,Improve eyes vision,Cure heart disease,None,1,"Red raspberry leaf is used for gastrointestinal tract disorders, including diarrhea; for respiratory system disorders, including flu and swine flu and for heart problems, fever, diabetes, and vitamin deficiency.",
